ecosystem,name,version,state_presence,state_status,severity,alert_status,alert_route,scan_finished_ms,last_error
npm,@servicetitan/carto-charts-react,0.0.7,present,scanned,malware,sent,default,1785845916637,""
npm,@servicetitan/carto-charts-react,0.0.8,present,scanned,malware,sent,default,1785847356645,""
npm,@servicetitan/carto-charts-rn,0.0.2,present,scanned,malware,pending,default,1785853864434,""
npm,@servicetitan/carto-charts-rn,0.0.3,present,scanned,malware,pending,default,1785853864574,""
npm,@servicetitan/carto-charts-rn,0.0.4,present,scanned,malware,pending,default,1785853864539,""
npm,@servicetitan/carto-charts-rn,0.0.5,present,scanned,malware,pending,default,1785853864610,""
npm,@servicetitan/carto-charts-rn,0.0.6,present,scanned,malware,sent,default,1785844123918,""
npm,@servicetitan/carto-charts-rn,0.0.7,present,scanned,malware,sent,default,1785845971043,""
npm,@servicetitan/carto-charts-rn,0.0.8,present,scanned,malware,sent,default,1785847356559,""
npm,@servicetitan/carto-react-kit,0.8.10,present,scanned,malware,sent,default,1785847568361,""
npm,@servicetitan/carto-react-kit,0.8.4,present,scanned,malware,sent,default,1785843844122,""
npm,@servicetitan/carto-react-kit,0.8.5,present,scanned,malware,sent,default,1785843860167,""
npm,@servicetitan/carto-react-kit,0.8.6,present,scanned,malware,sent,default,1785843881052,""
npm,@servicetitan/carto-react-kit,0.8.7,present,scanned,malware,sent,default,1785843901999,""
npm,@servicetitan/carto-react-kit,0.8.8,present,scanned,malware,sent,default,1785844293561,""
npm,@servicetitan/carto-react-kit,0.8.9,present,scanned,malware,sent,default,1785846315824,""
npm,@servicetitan/carto-rn-kit,0.0.10,present,scanned,malware,pending,default,1785853864651,""
npm,@servicetitan/carto-rn-kit,0.0.11,present,scanned,malware,pending,default,1785853865322,""
npm,@servicetitan/carto-rn-kit,0.0.12,present,scanned,malware,pending,default,1785853865273,""
npm,@servicetitan/carto-rn-kit,0.0.13,present,scanned,malware,pending,default,1785853865363,""
npm,@servicetitan/carto-rn-kit,0.0.14,present,scanned,malware,sent,default,1785844217998,""
npm,@servicetitan/carto-rn-kit,0.0.15,present,scanned,malware,sent,default,1785845971864,""
npm,@servicetitan/carto-rn-kit,0.0.16,present,scanned,malware,sent,default,1785847484383,""
npm,@servicetitan/carto-tokens,0.3.1,present,scanned,malware,pending,default,1785853865118,""
npm,@servicetitan/carto-tokens,0.3.2,present,scanned,malware,pending,default,1785853865151,""
npm,@servicetitan/carto-tokens,0.3.3,present,scanned,malware,pending,default,1785853865191,""
npm,@servicetitan/carto-tokens,0.3.4,present,scanned,malware,pending,default,1785853865230,""
npm,@servicetitan/carto-tokens,0.3.5,present,scanned,malware,sent,default,1785843735496,""
npm,@servicetitan/carto-tokens,0.3.6,present,scanned,malware,sent,default,1785845902152,""
npm,@servicetitan/carto-tokens,0.3.7,present,scanned,malware,sent,default,1785847321507,""
npm,@servicetitan/component-usage,28.5.1,present,scanned,malware,pending,default,1785853865458,""
npm,@servicetitan/component-usage,28.5.2,present,scanned,malware,pending,default,1785853865426,""
npm,@servicetitan/component-usage,28.5.3,present,scanned,malware,pending,default,1785853865395,""
npm,@servicetitan/component-usage,28.5.4,present,scanned,malware,pending,default,1785853866154,""
npm,@servicetitan/component-usage,28.5.5,present,scanned,malware,sent,default,1785844199864,""
npm,@servicetitan/component-usage,28.5.6,present,scanned,malware,sent,default,1785846013854,""
npm,@servicetitan/component-usage,28.5.7,present,scanned,malware,sent,default,1785847567675,""
npm,@servicetitan/confirm,41.3.1,present,scanned,malware,sent,default,1785843828612,""
npm,@servicetitan/confirm,41.3.2,present,scanned,malware,sent,default,1785844155120,""
npm,@servicetitan/confirm,41.3.3,present,scanned,malware,sent,default,1785844155715,""
npm,@servicetitan/confirm,41.3.4,present,scanned,malware,sent,default,1785844777265,""
npm,@servicetitan/confirm,41.3.5,present,scanned,malware,sent,default,1785845102500,""
npm,@servicetitan/confirm,41.3.6,present,scanned,malware,sent,default,1785846254285,""
npm,@servicetitan/confirm,41.3.7,present,scanned,malware,sent,default,1785847292150,""
npm,@servicetitan/confirm-navigation,41.3.1,present,scanned,malware,sent,default,1785843829736,""
npm,@servicetitan/confirm-navigation,41.3.2,present,scanned,malware,sent,default,1785844477537,""
npm,@servicetitan/confirm-navigation,41.3.3,present,scanned,malware,sent,default,1785844479052,""
npm,@servicetitan/confirm-navigation,41.3.4,present,scanned,malware,sent,default,1785844481678,""
npm,@servicetitan/confirm-navigation,41.3.5,present,scanned,malware,sent,default,1785844034444,""
npm,@servicetitan/confirm-navigation,41.3.6,present,scanned,malware,sent,default,1785846334401,""
npm,@servicetitan/confirm-navigation,41.3.7,present,scanned,malware,sent,default,1785847507929,""
npm,@servicetitan/contentful,0.0.3,present,scanned,malware,sent,default,1785843830343,""
npm,@servicetitan/contentful,0.0.4,present,scanned,malware,sent,default,1785844746322,""
npm,@servicetitan/contentful,0.0.5,present,scanned,malware,sent,default,1785845080910,""
npm,@servicetitan/contentful,0.0.6,present,scanned,malware,sent,default,1785845081296,""
npm,@servicetitan/contentful,0.0.7,present,scanned,malware,sent,default,1785845082161,""
npm,@servicetitan/contentful,0.0.8,present,scanned,malware,sent,default,1785846559038,""
npm,@servicetitan/contentful,0.0.9,present,scanned,malware,sent,default,1785847276368,""
npm,@servicetitan/contentful-proxy,1.1.12,present,scanned,malware,pending,default,1785853866000,""
npm,@servicetitan/contentful-proxy,1.1.13,present,scanned,malware,pending,default,1785853866123,""
npm,@servicetitan/contentful-proxy,1.1.14,present,scanned,malware,pending,default,1785853866189,""
npm,@servicetitan/contentful-proxy,1.1.15,present,scanned,malware,pending,default,1785853866224,""
npm,@servicetitan/contentful-proxy,1.1.16,present,scanned,malware,sent,default,1785843764004,""
npm,@servicetitan/contentful-proxy,1.1.17,present,scanned,malware,sent,default,1785846013541,""
npm,@servicetitan/contentful-proxy,1.1.18,present,scanned,malware,sent,default,1785847338027,""
npm,@servicetitan/cp-api,1.115.1,present,scanned,malware,pending,default,1785853866059,""
npm,@servicetitan/cp-api,1.115.2,present,scanned,malware,pending,default,1785853866030,""
npm,@servicetitan/cp-api,1.115.3,present,scanned,malware,pending,default,1785853865955,""
npm,@servicetitan/cp-api,1.115.4,present,scanned,malware,pending,default,1785853866088,""
npm,@servicetitan/cp-api,1.115.5,present,scanned,malware,sent,default,1785843917976,""
npm,@servicetitan/cp-api,1.115.6,present,scanned,malware,sent,default,1785846055773,""
npm,@servicetitan/cp-api,1.115.7,present,scanned,malware,sent,default,1785847396509,""
npm,@servicetitan/cp-mfe,1.115.1,present,scanned,malware,sent,default,1785843779936,""
npm,@servicetitan/cp-mfe,1.115.2,present,scanned,malware,sent,default,1785844430923,""
npm,@servicetitan/cp-mfe,1.115.3,present,scanned,malware,sent,default,1785844797140,""
npm,@servicetitan/cp-mfe,1.115.4,present,scanned,malware,sent,default,1785844797305,""
npm,@servicetitan/cp-mfe,1.115.5,present,scanned,malware,sent,default,1785845458601,""
npm,@servicetitan/cp-mfe,1.115.6,present,scanned,malware,sent,default,1785846295747,""
npm,@servicetitan/cp-mfe,1.115.7,present,scanned,malware,sent,default,1785847417548,""
npm,@servicetitan/cp-mfe-dev,1.115.1,present,scanned,malware,sent,default,1785844890380,""
npm,@servicetitan/cp-mfe-dev,1.115.2,present,scanned,malware,sent,default,1785843782160,""
npm,@servicetitan/cp-mfe-dev,1.115.3,present,scanned,malware,sent,default,1785846560001,""
npm,@servicetitan/cp-mfe-dev,1.115.4,present,scanned,malware,sent,default,1785846560747,""
npm,@servicetitan/cp-mfe-dev,1.115.5,present,scanned,malware,sent,default,1785846561414,""
npm,@servicetitan/cp-mfe-dev,1.115.6,present,scanned,malware,sent,default,1785846057329,""
npm,@servicetitan/cp-mfe-dev,1.115.7,present,scanned,malware,sent,default,1785847358408,""
npm,@servicetitan/cp-react-hooks,1.115.1,present,scanned,malware,pending,default,1785853866255,""
npm,@servicetitan/cp-react-hooks,1.115.2,present,scanned,malware,pending,default,1785853866714,""
npm,@servicetitan/cp-react-hooks,1.115.3,present,scanned,malware,pending,default,1785853866669,""
npm,@servicetitan/cp-react-hooks,1.115.4,present,scanned,malware,pending,default,1785853866633,""
npm,@servicetitan/cp-react-hooks,1.115.5,present,scanned,malware,sent,default,1785843735359,""
npm,@servicetitan/cp-react-hooks,1.115.6,present,scanned,malware,sent,default,1785846013604,""
npm,@servicetitan/cp-react-hooks,1.115.7,present,scanned,malware,sent,default,1785847507872,""
npm,@servicetitan/cp-ui,1.115.1,present,scanned,malware,sent,default,1785843763516,""
npm,@servicetitan/cp-ui,1.115.2,present,scanned,malware,sent,default,1785843763526,""
npm,@servicetitan/cp-ui,1.115.3,present,scanned,malware,sent,default,1785843763549,""
npm,@servicetitan/cp-ui,1.115.4,present,scanned,malware,sent,default,1785843763573,""
npm,@servicetitan/cp-ui,1.115.5,present,scanned,malware,sent,default,1785844231860,""
npm,@servicetitan/cp-ui,1.115.6,present,scanned,malware,sent,default,1785846115249,""
npm,@servicetitan/cp-ui,1.115.7,present,scanned,malware,sent,default,1785847483610,""
npm,@servicetitan/culture,41.3.1,present,scanned,malware,sent,default,1785843965064,""
npm,@servicetitan/culture,41.3.2,present,scanned,malware,sent,default,1785843965425,""
npm,@servicetitan/culture,41.3.3,present,scanned,malware,sent,default,1785843986347,""
npm,@servicetitan/culture,41.3.4,present,scanned,malware,sent,default,1785843986942,""
npm,@servicetitan/culture,41.3.5,present,scanned,malware,sent,default,1785843941394,""
npm,@servicetitan/culture,41.3.6,present,scanned,malware,sent,default,1785845937048,""
npm,@servicetitan/culture,41.3.7,present,scanned,malware,sent,default,1785847292248,""
npm,@servicetitan/data-query,41.3.1,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/data-query,41.3.2,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/data-query,41.3.3,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/data-query,41.3.4,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/data-query,41.3.5,present,scanned,malware,sent,default,1785844309949,""
npm,@servicetitan/data-query,41.3.6,present,scanned,malware,sent,default,1785846295887,""
npm,@servicetitan/data-query,41.3.7,present,scanned,malware,sent,default,1785847526064,""
npm,@servicetitan/datadog-rum,38.1.1,present,scanned,malware,pending,default,1785853866748,""
npm,@servicetitan/datadog-rum,38.1.2,present,scanned,malware,pending,default,1785853866781,""
npm,@servicetitan/datadog-rum,38.1.3,present,scanned,malware,pending,default,1785853866820,""
npm,@servicetitan/datadog-rum,38.1.4,present,scanned,malware,pending,default,1785853867426,""
npm,@servicetitan/datadog-rum,38.1.5,present,scanned,malware,sent,default,1785844217949,""
npm,@servicetitan/datadog-rum,38.1.6,present,scanned,malware,sent,default,1785846254356,""
npm,@servicetitan/datadog-rum,38.1.7,present,scanned,malware,sent,default,1785847462793,""
npm,@servicetitan/datetime-utils,41.3.1,present,scanned,malware,sent,default,1785843965055,""
npm,@servicetitan/datetime-utils,41.3.2,present,scanned,malware,sent,default,1785843965416,""
npm,@servicetitan/datetime-utils,41.3.3,present,scanned,malware,sent,default,1785843986339,""
npm,@servicetitan/datetime-utils,41.3.4,present,scanned,malware,sent,default,1785843986934,""
npm,@servicetitan/datetime-utils,41.3.5,present,scanned,malware,sent,default,1785843792446,""
npm,@servicetitan/datetime-utils,41.3.6,present,scanned,malware,sent,default,1785845917554,""
npm,@servicetitan/datetime-utils,41.3.7,present,scanned,malware,sent,default,1785847321526,""
npm,@servicetitan/design-system,14.5.10,present,scanned,malware,sent,default,1785847505358,""
npm,@servicetitan/design-system,14.5.4,present,scanned,malware,sent,default,1785843808589,""
npm,@servicetitan/design-system,14.5.5,present,scanned,malware,sent,default,1785843808617,""
npm,@servicetitan/design-system,14.5.6,present,scanned,malware,sent,default,1785843808646,""
npm,@servicetitan/design-system,14.5.7,present,scanned,malware,sent,default,1785843808675,""
npm,@servicetitan/design-system,14.5.8,present,scanned,malware,sent,default,1785844250125,""
npm,@servicetitan/design-system,14.5.9,present,scanned,malware,sent,default,1785845984974,""
npm,@servicetitan/docs-anvil-uikit-contrib,41.3.1,present,scanned,malware,sent,default,1785843830961,""
npm,@servicetitan/docs-anvil-uikit-contrib,41.3.2,present,scanned,malware,sent,default,1785845454746,""
npm,@servicetitan/docs-anvil-uikit-contrib,41.3.3,present,scanned,malware,sent,default,1785845456508,""
npm,@servicetitan/docs-anvil-uikit-contrib,41.3.4,present,scanned,malware,sent,default,1785845457845,""
npm,@servicetitan/docs-anvil-uikit-contrib,41.3.5,present,scanned,malware,sent,default,1785843735293,""
npm,@servicetitan/docs-anvil-uikit-contrib,41.3.6,present,scanned,malware,sent,default,1785846254266,""
npm,@servicetitan/docs-anvil-uikit-contrib,41.3.7,present,scanned,malware,sent,default,1785847321410,""
npm,@servicetitan/docs-uikit,38.1.1,present,scanned,malware,pending,default,1785853867332,""
npm,@servicetitan/docs-uikit,38.1.2,present,scanned,malware,pending,default,1785853867393,""
npm,@servicetitan/docs-uikit,38.1.3,present,scanned,malware,pending,default,1785853867363,""
npm,@servicetitan/docs-uikit,38.1.4,present,scanned,malware,pending,default,1785853867458,""
npm,@servicetitan/docs-uikit,38.1.5,present,scanned,malware,sent,default,1785844232858,""
npm,@servicetitan/docs-uikit,38.1.6,present,scanned,malware,sent,default,1785845971824,""
npm,@servicetitan/docs-uikit,38.1.7,present,scanned,malware,sent,default,1785847596879,""
npm,@servicetitan/document-title,2.4.1,present,scanned,malware,pending,default,1785853867240,""
npm,@servicetitan/document-title,2.4.2,present,scanned,malware,pending,default,1785853867202,""
npm,@servicetitan/document-title,2.4.3,present,scanned,malware,pending,default,1785853867271,""
npm,@servicetitan/document-title,2.4.4,present,scanned,malware,pending,default,1785853867302,""
npm,@servicetitan/document-title,2.4.5,present,scanned,malware,sent,default,1785843917928,""
npm,@servicetitan/document-title,2.4.6,present,scanned,malware,sent,default,1785845916618,""
npm,@servicetitan/document-title,2.4.7,present,scanned,malware,sent,default,1785847292206,""
npm,@servicetitan/dte-pdf-editor,1.76.1,present,scanned,malware,pending,default,1785853867498,""
npm,@servicetitan/dte-pdf-editor,1.76.2,present,scanned,malware,pending,default,1785853868013,""
npm,@servicetitan/dte-pdf-editor,1.76.3,present,scanned,malware,pending,default,1785853867919,""
npm,@servicetitan/dte-pdf-editor,1.76.4,present,scanned,malware,pending,default,1785853867978,""
npm,@servicetitan/dte-pdf-editor,1.76.5,present,scanned,malware,sent,default,1785844199856,""
npm,@servicetitan/dte-pdf-editor,1.76.6,present,scanned,malware,sent,default,1785846055782,""
npm,@servicetitan/dte-pdf-editor,1.76.7,present,scanned,malware,sent,default,1785847439308,""
npm,@servicetitan/dte-unlayer,0.150.1,present,scanned,malware,pending,default,1785853868633,""
npm,@servicetitan/dte-unlayer,0.150.2,present,scanned,malware,pending,default,1785853868533,""
npm,@servicetitan/dte-unlayer,0.150.3,present,scanned,malware,pending,default,1785853868567,""
npm,@servicetitan/dte-unlayer,0.150.4,present,scanned,malware,pending,default,1785853868600,""
npm,@servicetitan/dte-unlayer,0.150.5,present,scanned,malware,sent,default,1785844218678,""
npm,@servicetitan/dte-unlayer,0.150.6,present,scanned,malware,sent,default,1785846116271,""
npm,@servicetitan/dte-unlayer,0.150.7,present,scanned,malware,sent,default,1785847508856,""
npm,@servicetitan/eh-module-communication,0.2.1,present,scanned,malware,sent,default,1785844052350,""
npm,@servicetitan/eh-module-communication,0.2.2,present,scanned,malware,sent,default,1785844052371,""
npm,@servicetitan/eh-module-communication,0.2.3,present,scanned,malware,sent,default,1785844078431,""
npm,@servicetitan/eh-module-communication,0.2.4,present,scanned,malware,sent,default,1785844079917,""
npm,@servicetitan/eh-module-communication,0.2.5,present,scanned,malware,sent,default,1785843792229,""
npm,@servicetitan/eh-module-communication,0.2.6,present,scanned,malware,sent,default,1785846011811,""
npm,@servicetitan/eh-module-communication,0.2.7,present,scanned,malware,sent,default,1785847275915,""
npm,@servicetitan/error-boundary,38.1.1,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/error-boundary,38.1.2,present,scanned,malware,pending,default,1785853867842,""
npm,@servicetitan/error-boundary,38.1.3,present,scanned,malware,pending,default,1785853867876,""
npm,@servicetitan/error-boundary,38.1.4,present,scanned,malware,pending,default,1785853869016,""
npm,@servicetitan/error-boundary,38.1.5,present,scanned,malware,sent,default,1785843942089,""
npm,@servicetitan/error-boundary,38.1.6,present,scanned,malware,sent,default,1785845901976,""
npm,@servicetitan/error-boundary,38.1.7,present,scanned,malware,sent,default,1785847417551,""
npm,@servicetitan/eslint-config,38.1.1,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/eslint-config,38.1.2,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/eslint-config,38.1.3,present,scanned,malware,pending,default,1785853869113,""
npm,@servicetitan/eslint-config,38.1.4,present,scanned,malware,pending,default,1785853869074,""
npm,@servicetitan/eslint-config,38.1.5,present,scanned,malware,sent,default,1785844032961,""
npm,@servicetitan/eslint-config,38.1.6,present,scanned,malware,sent,default,1785846070852,""
npm,@servicetitan/eslint-config,38.1.7,present,scanned,malware,sent,default,1785847396628,""
npm,@servicetitan/eslint-plugin,38.1.1,present,scanned,malware,pending,default,1785853869181,""
npm,@servicetitan/eslint-plugin,38.1.2,present,scanned,malware,pending,default,1785853869248,""
npm,@servicetitan/eslint-plugin,38.1.3,present,scanned,malware,pending,default,1785853869147,""
npm,@servicetitan/eslint-plugin,38.1.4,present,scanned,malware,pending,default,1785853869215,""
npm,@servicetitan/eslint-plugin,38.1.5,present,scanned,malware,sent,default,1785844217860,""
npm,@servicetitan/eslint-plugin,38.1.6,present,scanned,malware,sent,default,1785845971055,""
npm,@servicetitan/eslint-plugin,38.1.7,present,scanned,malware,pending,default,1785854360000,""
npm,@servicetitan/eslint-plugin-decorators-declare,12.8.15,present,scanned,malware,pending,default,1785853869278,""
npm,@servicetitan/eslint-plugin-decorators-declare,12.8.16,present,scanned,malware,pending,default,1785853869629,""
npm,@servicetitan/eslint-plugin-decorators-declare,12.8.17,present,scanned,malware,pending,default,1785853869699,""
npm,@servicetitan/eslint-plugin-decorators-declare,12.8.18,present,scanned,malware,pending,default,1785853869792,""
npm,@servicetitan/eslint-plugin-decorators-declare,12.8.19,present,scanned,malware,sent,default,1785844032922,""
npm,@servicetitan/eslint-plugin-decorators-declare,12.8.20,present,scanned,malware,sent,default,1785845936982,""
npm,@servicetitan/eslint-plugin-decorators-declare,12.8.21,present,scanned,malware,sent,default,1785847337925,""
npm,@servicetitan/eslint-plugin-folder-schema,38.1.1,present,scanned,malware,pending,default,1785853869855,""
npm,@servicetitan/eslint-plugin-folder-schema,38.1.2,present,scanned,malware,pending,default,1785853869887,""
npm,@servicetitan/eslint-plugin-folder-schema,38.1.3,present,scanned,malware,pending,default,1785853869824,""
npm,@servicetitan/eslint-plugin-folder-schema,38.1.4,present,scanned,malware,pending,default,1785853869918,""
npm,@servicetitan/eslint-plugin-folder-schema,38.1.5,present,scanned,malware,sent,default,1785844034456,""
npm,@servicetitan/eslint-plugin-folder-schema,38.1.6,present,scanned,malware,sent,default,1785845937175,""
npm,@servicetitan/eslint-plugin-folder-schema,38.1.7,present,scanned,malware,sent,default,1785847321485,""
npm,@servicetitan/eslint-plugin-mobx-6,12.8.15,present,scanned,malware,pending,default,1785853869731,""
npm,@servicetitan/eslint-plugin-mobx-6,12.8.16,present,scanned,malware,pending,default,1785853869663,""
npm,@servicetitan/eslint-plugin-mobx-6,12.8.17,present,scanned,malware,pending,default,1785853869762,""
npm,@servicetitan/eslint-plugin-mobx-6,12.8.18,present,scanned,malware,sent,default,1785843912348,""
npm,@servicetitan/eslint-plugin-mobx-6,12.8.19,present,scanned,malware,sent,default,1785845916628,""
npm,@servicetitan/eslint-plugin-mobx-6,12.8.20,present,scanned,malware,sent,default,1785847526046,""
npm,@servicetitan/eslint-plugin-processors-stub,12.8.15,present,scanned,malware,pending,default,1785853870298,""
npm,@servicetitan/eslint-plugin-processors-stub,12.8.16,present,scanned,malware,pending,default,1785853870387,""
npm,@servicetitan/eslint-plugin-processors-stub,12.8.17,present,scanned,malware,pending,default,1785853870421,""
npm,@servicetitan/eslint-plugin-processors-stub,12.8.18,present,scanned,malware,pending,default,1785853870346,""
npm,@servicetitan/eslint-plugin-processors-stub,12.8.19,present,scanned,malware,sent,default,1785843917980,""
npm,@servicetitan/eslint-plugin-processors-stub,12.8.20,present,scanned,malware,sent,default,1785845937075,""
npm,@servicetitan/eslint-plugin-processors-stub,12.8.21,present,scanned,malware,sent,default,1785847356657,""
npm,@servicetitan/examples,1.2.10,present,scanned,malware,sent,default,1785846297402,""
npm,@servicetitan/examples,1.2.11,present,scanned,malware,sent,default,1785847484737,""
npm,@servicetitan/examples,1.2.5,present,scanned,malware,pending,default,1785853870890,""
npm,@servicetitan/examples,1.2.6,present,scanned,malware,pending,default,1785853870934,""
npm,@servicetitan/examples,1.2.7,present,scanned,malware,pending,default,1785853871025,""
npm,@servicetitan/examples,1.2.8,present,scanned,malware,pending,default,1785853870977,""
npm,@servicetitan/examples,1.2.9,present,scanned,malware,sent,default,1785844252682,""
npm,@servicetitan/feature-spotlight,3.9.1,present,scanned,malware,sent,default,1785846558987,""
npm,@servicetitan/feature-spotlight,3.9.2,present,scanned,malware,sent,default,1785843842742,""
npm,@servicetitan/feature-spotlight,3.9.3,present,scanned,malware,sent,default,1785845494383,""
npm,@servicetitan/feature-spotlight,3.9.4,present,scanned,malware,sent,default,1785846559080,""
npm,@servicetitan/feature-spotlight,3.9.5,present,scanned,malware,sent,default,1785846559125,""
npm,@servicetitan/feature-spotlight,3.9.6,present,scanned,malware,sent,default,1785846559180,""
npm,@servicetitan/feature-spotlight,3.9.7,present,scanned,malware,sent,default,1785847276380,""
npm,@servicetitan/folder-lint,38.1.1,present,scanned,malware,pending,default,1785853870462,""
npm,@servicetitan/folder-lint,38.1.2,present,scanned,malware,pending,default,1785853870257,""
npm,@servicetitan/folder-lint,38.1.3,present,scanned,malware,pending,default,1785853871445,""
npm,@servicetitan/folder-lint,38.1.4,present,scanned,malware,pending,default,1785853871396,""
npm,@servicetitan/folder-lint,38.1.5,present,scanned,malware,sent,default,1785843917968,""
npm,@servicetitan/folder-lint,38.1.6,present,scanned,malware,sent,default,1785846145529,""
npm,@servicetitan/folder-lint,38.1.7,present,scanned,malware,sent,default,1785847321448,""
npm,@servicetitan/forge,0.5.1,present,scanned,malware,pending,default,1785853873833,""
npm,@servicetitan/forge,0.5.2,present,scanned,malware,pending,default,1785853873877,""
npm,@servicetitan/forge,0.5.3,present,scanned,malware,pending,default,1785853873922,""
npm,@servicetitan/forge,0.5.4,present,scanned,malware,pending,default,1785853873788,""
npm,@servicetitan/forge,0.5.5,present,scanned,malware,sent,default,1785844252833,""
npm,@servicetitan/forge,0.5.6,present,scanned,malware,sent,default,1785845955951,""
npm,@servicetitan/forge,0.5.7,present,scanned,malware,sent,default,1785847572854,""
npm,@servicetitan/form,41.3.1,present,scanned,malware,sent,default,1785843838244,""
npm,@servicetitan/form,41.3.2,present,scanned,malware,sent,default,1785843858085,""
npm,@servicetitan/form,41.3.3,present,scanned,malware,sent,default,1785845807545,""
npm,@servicetitan/form,41.3.4,present,scanned,malware,sent,default,1785845810469,""
npm,@servicetitan/form,41.3.5,present,scanned,malware,sent,default,1785844346890,""
npm,@servicetitan/form,41.3.6,present,scanned,malware,sent,default,1785846297354,""
npm,@servicetitan/form,41.3.7,present,scanned,malware,sent,default,1785847357643,""
npm,@servicetitan/form-state,41.3.1,present,scanned,malware,sent,default,1785843829177,""
npm,@servicetitan/form-state,41.3.2,present,scanned,malware,sent,default,1785846145079,""
npm,@servicetitan/form-state,41.3.3,present,scanned,malware,sent,default,1785846145085,""
npm,@servicetitan/form-state,41.3.4,present,scanned,malware,sent,default,1785846145091,""
npm,@servicetitan/form-state,41.3.5,present,scanned,malware,sent,default,1785844199842,""
npm,@servicetitan/form-state,41.3.6,present,scanned,malware,sent,default,1785846254328,""
npm,@servicetitan/form-state,41.3.7,present,scanned,malware,sent,default,1785847545025,""
npm,@servicetitan/grid,0.0.63,present,scanned,malware,pending,default,1785853871584,""
npm,@servicetitan/grid,0.0.64,present,scanned,malware,pending,default,1785853871694,""
npm,@servicetitan/grid,0.0.65,present,scanned,malware,pending,default,1785853871639,""
npm,@servicetitan/grid,0.0.66,present,scanned,malware,pending,default,1785853871814,""
npm,@servicetitan/grid,0.0.67,present,scanned,malware,sent,default,1785844310073,""
npm,@servicetitan/grid,0.0.68,present,scanned,malware,sent,default,1785846254538,""
npm,@servicetitan/grid,0.0.69,present,scanned,malware,sent,default,1785847439410,""
npm,@servicetitan/hammer-icon,1.2.1,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/hammer-icon,1.2.2,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/hammer-icon,1.2.3,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/hammer-icon,1.2.4,present,scanned,malware,pending,default,1785854236000,""
npm,@servicetitan/hammer-icon,1.2.5,present,scanned,malware,sent,default,1785844252667,""
npm,@servicetitan/hammer-icon,1.2.6,present,scanned,malware,sent,default,1785845954776,""
npm,@servicetitan/hammer-icon,1.2.7,present,scanned,malware,sent,default,1785847462703,""
npm,@servicetitan/hammer-react,1.42.2,present,scanned,malware,sent,default,1785844390506,""
npm,@servicetitan/hammer-react,1.42.3,present,scanned,malware,sent,default,1785844432501,""
npm,@servicetitan/hammer-react,1.42.4,present,scanned,malware,sent,default,1785844483110,""
npm,@servicetitan/hammer-react,1.42.5,present,scanned,malware,sent,default,1785844502513,""
npm,@servicetitan/hammer-react,1.42.6,present,scanned,malware,sent,default,1785844346935,""
npm,@servicetitan/hammer-react,1.42.7,present,scanned,malware,sent,default,1785845986081,""
npm,@servicetitan/hammer-react,1.42.8,present,scanned,malware,sent,default,1785847439641,""
npm,@servicetitan/hammer-token,3.1.1,present,scanned,malware,pending,default,1785853874628,""
npm,@servicetitan/hammer-token,3.1.2,present,scanned,malware,pending,default,1785853874590,""
npm,@servicetitan/hammer-token,3.1.3,present,scanned,malware,pending,default,1785853874735,""
npm,@servicetitan/hammer-token,3.1.4,present,scanned,malware,pending,default,1785853874663,""
npm,@servicetitan/hammer-token,3.1.5,present,scanned,malware,sent,default,1785844183206,""
npm,@servicetitan/hammer-token,3.1.6,present,scanned,malware,sent,default,1785846275866,""
npm,@servicetitan/hammer-token,3.1.7,present,scanned,malware,sent,default,1785847417645,""
npm,@servicetitan/hash-browser-router,38.1.1,present,scanned,malware,pending,default,1785853874417,""
npm,@servicetitan/hash-browser-router,38.1.2,present,scanned,malware,pending,default,1785853874697,""
npm,@servicetitan/hash-browser-router,38.1.3,present,scanned,malware,pending,default,1785853875081,""
npm,@servicetitan/hash-browser-router,38.1.4,present,scanned,malware,pending,default,1785853875117,""
npm,@servicetitan/hash-browser-router,38.1.5,present,scanned,malware,sent,default,1785844032973,""
npm,@servicetitan/hash-browser-router,38.1.6,present,scanned,malware,sent,default,1785846116073,""
npm,@servicetitan/hash-browser-router,38.1.7,present,scanned,malware,sent,default,1785847438966,""
npm,@servicetitan/help-center,1.0.10,present,scanned,malware,pending,default,1785853875206,""
npm,@servicetitan/help-center,1.0.11,present,scanned,malware,pending,default,1785853875271,""
npm,@servicetitan/help-center,1.0.12,present,scanned,malware,sent,default,1785844199287,""
npm,@servicetitan/help-center,1.0.13,present,scanned,malware,sent,default,1785845954762,""
npm,@servicetitan/help-center,1.0.14,present,scanned,malware,sent,default,1785847462773,""
npm,@servicetitan/help-center,1.0.8,present,scanned,malware,pending,default,1785853875309,""
npm,@servicetitan/help-center,1.0.9,present,scanned,malware,pending,default,1785853875353,""
